,SMILES,Molecule Name,LogD,LogS,Log_HLM_CLint,Log_MLM_CLint,Log_Caco_Papp_AB,Log_Caco_ER,Log_Mouse_PPB,Log_Mouse_BPB,Log_Mouse_MPB,LogD modifier,KSOL modifier,HLM CLint modifier,MLM CLint modifier,Caco-2 Permeability Papp A>B modifier,Caco-2 Permeability Efflux modifier,MPPB modifier,MBPB modifier,MGMB modifier,INCHIKEY
74,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,E-0010737,,-3.8664610916297826,1.4409090820652177,2.7372721765355434,,,0.36172783601759284,,,,=,=,=,,,=,,,AOENAIMOFHGPSU-UHFFFAOYSA-N
75,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,E-0010738,,-3.6819366650372385,1.1522883443830565,2.417803722639881,,,0.4471580313422192,,,,=,=,=,,,=,,,SZMVQRDLZDDLNB-AWEZNQCLSA-N
76,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,E-0010739,,-3.7644715530924513,1.334453751150931,2.2467447097238415,,,1.1335389083702174,,,,=,=,=,,,=,,,BQJXCSYIIMSFIY-UHFFFAOYSA-N
77,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010751,,-3.712198270069774,,2.8380300829853202,,,0.9030899869919435,,,,=,,=,,,=,,,WPLVBDDGRJGELM-UHFFFAOYSA-N
78,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,E-0010754,,-3.7670038896078464,1.3117538610557542,2.5686709780098966,,,0.9637878273455552,,,,=,=,=,,,=,,,BIEFWUVLVISLMH-UHFFFAOYSA-N
79,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,E-0010765,,-3.832682665251824,1.3747483460101038,2.090258052931316,,,0.5185139398778874,,,,=,=,=,,,=,,,MCEANWLZDWAFDG-OAQYLSRUSA-N
80,Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010766,,-3.7351821769904636,,2.390405156480081,,,1.4771212547196624,,,,=,,=,,,=,,,VDJRONVHDKXAOO-UHFFFAOYSA-N
81,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,E-0010767,,-3.7721132953863266,1.0863598306747482,2.652343055062715,,,1.3404441148401183,,,,=,=,=,,,=,,,JKPKCANWNSFNHA-UHFFFAOYSA-N
82,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,E-0010768,,,2.1389339402569236,2.9545801627437576,,,,,,,,=,=,,,,,,RVLCVDOLLAAYOW-UHFFFAOYSA-N
83,CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,E-0010771,,,,2.869349080759093,,,,,,,,,=,,,,,,ZZQYPEGHPGFVCR-UHFFFAOYSA-N
84,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,E-0010772,,,1.4608978427565478,3.059260404121731,,,,,,,,=,=,,,,,,PUXULNYLULOBOK-UHFFFAOYSA-N
85,Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,E-0010774,,,,2.477265995424853,,,,,,,,,=,,,,,,BICXNQOETIWLFD-UHFFFAOYSA-N
86,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,E-0010776,,-3.882728704344236,1.3222192947339193,3.0518468383137356,,,1.3710678622717363,,,,=,=,=,,,=,,,CHGVXGVUXOFMDW-UHFFFAOYSA-N
87,Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,E-0010784,,-4.452225294612178,,2.835056101720116,,,0.8450980400142568,,,,=,,=,,,=,,,XSOAYGSZEOSATH-UHFFFAOYSA-N
88,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,E-0010786,,-3.785156151952302,,2.7402047355074495,,,1.4727564493172123,,,,=,,=,,,=,,,VPUOPRGEAIQYBJ-UHFFFAOYSA-N
89,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,E-0010812,,-3.815308569182401,1.1430148002540952,2.643551368562945,,,0.9731278535996987,,,,=,=,=,,,=,,,QOPPIJCRHVWHRZ-UHFFFAOYSA-N
90,CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,E-0010816,,,,1.5440680443502757,,,,,,,,,=,,,,,,AJHKGICFABZUBG-UHFFFAOYSA-N
91,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,E-0010922,,,1.1335389083702174,3.0533089811240997,,,,,,,,=,=,,,,,,ZAIDHFUTPPNCNS-UHFFFAOYSA-N
92,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010975,,-3.8297382846050425,1.4099331233312946,2.439174739843468,,,1.1613680022349748,,,,=,=,=,,,=,,,VQTIRDIGQRGOEK-UHFFFAOYSA-N
93,Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,E-0010989,,,,2.9034155857690864,,,,,,,,,=,,,,,,BJVMOGDVKGHUMJ-UHFFFAOYSA-N
94,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,E-0010994,,-4.100726812682396,1.2227164711475833,3.2682502554469486,,,0.8573324964312685,,,,=,=,=,,,=,,,CMMADLPKWGRBTO-UHFFFAOYSA-N
95,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,E-0011026,2.8,-4.164943898279883,2.024485667699167,3.066624050983426,-4.562407967746038,0.250420002308894,0.9542425094393249,,,=,=,=,=,=,=,=,,,PHEHTXVSVUWWEY-UHFFFAOYSA-N
96,CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,E-0011078,,-3.6819366650372385,,,,,1.8680563618230415,,,,=,,,,,=,,,ZPWNEYSZJKPMFD-UHFFFAOYSA-N
97,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,E-0011079,,-3.7931741239681505,1.376576957056512,2.2884728005997825,,,1.8475726591421122,,,,=,=,=,,,=,,,QRJNYDZOQBQFSF-UHFFFAOYSA-N
98,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,E-0011083,-0.1,-4.016824927962187,1.421603926869831,2.531861949095809,,,1.021189299069938,,,=,=,=,=,,,=,,,OCYPRAQBAQOJHZ-UHFFFAOYSA-N
99,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,E-0011122,,-4.382999658879101,1.1613680022349748,2.137670537236755,,,0.8061799739838872,,,,=,=,=,,,=,,,MMHKTYGAICTCOT-UHFFFAOYSA-N
100,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,E-0011133,-0.6,-4.037157318798758,1.334453751150931,2.5055569386638217,,,1.4828735836087537,,,=,=,=,=,,,=,,,POFNBRZYIWJHIF-UHFFFAOYSA-N
101,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,E-0011137,-0.6,-4.00788851221305,1.320146286111054,2.5596672783880576,,,1.5010592622177514,,,=,=,=,=,,,=,,,KVFWNYWERQMEAP-UHFFFAOYSA-N
102,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,E-0011166,,-3.7986028756795487,1.5365584425715302,2.822952240547482,,,0.5910646070264992,,,,=,=,=,,,=,,,LUXZLEXWSKQCLG-UHFFFAOYSA-N
103,COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,E-0011167,,,,,,,1.3579348470004537,,,,,,,,,=,,,ACCFLVVUVBJNGT-UHFFFAOYSA-N
104,C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,E-0011189,,-3.812479279163537,0.9822712330395684,1.591064607026499,,,1.7275412570285564,,,,=,<,<,,,=,,,FCANGOOZAINWEO-QWRGUYRKSA-N
105,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,E-0011190,,-3.7375489102695707,1.1760912590556813,2.2898118391176214,,,0.3979400086720376,,,,=,=,=,,,=,,,ZZLAOOHYUZEHBW-CYBMUJFWSA-N
106,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,E-0011191,,-3.832682665251824,1.3617278360175928,2.4852954387260886,,,1.2013971243204515,,,,=,=,=,,,=,,,JKPAGNUASKWIOR-UHFFFAOYSA-N
107,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,E-0011195,,-3.721246399047171,1.0253058652647702,2.57978359661681,,,1.3096301674258988,,,,=,=,=,,,=,,,VHTGSPCNAFPDJX-UHFFFAOYSA-N
