Unnamed: 0,SMILES,Molecule Name,LogD,LogS,Log_HLM_CLint,Log_MLM_CLint,Log_Caco_Papp_AB,Log_Caco_ER,Log_Mouse_PPB,Log_Mouse_BPB,Log_Mouse_MPB,LogD modifier,KSOL modifier,HLM CLint modifier,MLM CLint modifier,Caco-2 Permeability Papp A>B modifier,Caco-2 Permeability Efflux modifier,MPPB modifier,MBPB modifier,MGMB modifier,INCHIKEY,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB,KSOL,HLM CLint,MLM CLint
10.0,CN(C)C1CCN(c2ccc3nc(-c4ccc(-c5nc6ccc(N7CCC(N(C)C)CC7)cc6[nH]5)cc4)[nH]c3c2)CC1,E-0003046,,,0.9912260756924948,1.591064607026499,,,,,,,,=,<,,,,,,YYTPJCOZHRSISX-UHFFFAOYSA-N,,,,,,,,
11.0,CN(C)CCCOc1ccc2nc(-c3cccc4nc(-c5ccncc5)[nH]c34)[nH]c2c1,E-0003079,,,0.9242792860618816,2.5352941200427703,,,,,,,,=,=,,,,,,RRHNQLJYXKPHGC-UHFFFAOYSA-N,,,,,,,,
12.0,CN(C)CCCOc1ccc(-c2nc3cc(-c4ccc5[nH]c(N)nc5c4)ccc3[nH]2)cc1,E-0003089,,,1.1818435879447726,1.9232440186302764,,,,,,,,=,=,,,,,,URCHQGCJRAKGNE-UHFFFAOYSA-N,,,,,,,,
13.0,CN(C)CCCOc1ccc(-c2nc3cc(-c4ccc5[nH]cnc5c4)ccc3[nH]2)cc1,E-0003090,,,1.2988530764097066,2.5276299008713385,,,,,,,,=,=,,,,,,MPGDQWACTPETQI-UHFFFAOYSA-N,,,,,,,,
14.0,CN(C)Cc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,E-0010021,,,1.0374264979406236,2.257678574869185,,,,,,,,=,=,,,,,,FVTIOFJBBVRGRG-UHFFFAOYSA-N,,,,,,,,
15.0,CN(C)CCOc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,E-0010022,,,1.2201080880400552,2.3998467127129226,,,,,,,,=,=,,,,,,VHRBVJCMWVJVOG-UHFFFAOYSA-N,,,,,,,,
16.0,CC(NC(=O)Nc1ccc2nnsc2c1)c1cnn(C)c1,E-0010024,,,0.9822712330395684,1.568201724066995,,,,,,,,<,=,,,,,,GDRWSXDIFRSDFP-UHFFFAOYSA-N,,,,,,,,
17.0,O=C(NCc1cn[nH]c1)Nc1ccc2nnsc2c1,E-0010025,,,1.0128372247051722,3.3107994838343924,,,,,,,,=,=,,,,,,LDGWOCHWPYOCJQ-UHFFFAOYSA-N,,,,,,,,
18.0,O=C(NCc1ccc(CO)o1)Nc1ccc2nnsc2c1,E-0010026,,,0.9822712330395684,1.591064607026499,,,,,,,,<,<,,,,,,QCAOFOCJIDKDBR-UHFFFAOYSA-N,,,,,,,,
19.0,CN1CCC(C(=O)NCc2cccc(CNC(=O)Nc3ccc4nnsc4c3)c2)CC1,E-0010059,,,1.0043213737826426,1.7466341989375789,,,,,,,,=,=,,,,,,KZVZYWCARIQGQY-UHFFFAOYSA-N,,,,,,,,
20.0,O=C(NCc1cccc(CNC(=O)c2nc3ccccc3[nH]2)c1)Nc1ccc2nnsc2c1,E-0010060,,,1.7435097647284297,2.819083075743703,,,,,,,,=,=,,,,,,PQOPCMMLFSBNTO-UHFFFAOYSA-N,,,,,,,,
21.0,CNCC(=O)NCc1cccc(CNC(=O)Nc2ccc3nnsc3c2)c1,E-0010061,,,0.9822712330395684,1.591064607026499,,,,,,,,<,<,,,,,,WSKNVCHOGLWIHD-UHFFFAOYSA-N,,,,,,,,
22.0,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3ncccc3c2)cc1,E-0010062,,,0.9822712330395684,1.606381365110605,,,,,,,,<,=,,,,,,FSYLCXHYNKDZNZ-UHFFFAOYSA-N,,,,,,,,
23.0,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3ncsc3c2)cc1,E-0010066,,,0.9822712330395684,1.8457180179666584,,,,,,,,<,=,,,,,,XFFSMTYGFINLEU-UHFFFAOYSA-N,,,,,,,,
24.0,COc1ccc2nc(-c3ccc(-c4nc5ccc(OCCCNC(=N)N(C)C)cc5[nH]4)cc3)[nH]c2c1,E-0010071,,,2.2415464805965484,1.989894563718773,,,,,,,,=,=,,,,,,WGMDQXMJHWLZTP-UHFFFAOYSA-N,,,,,,,,
25.0,CN(C)C(=N)NCCCOc1ccc2nc(-c3ccc(-c4nc5ccc(O)cc5[nH]4)cc3)[nH]c2c1,E-0010095,,,0.9822712330395684,1.591064607026499,,,,,,,,<,<,,,,,,IYQDEGXBBHLFLX-UHFFFAOYSA-N,,,,,,,,
26.0,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3cnccc3c2)cc1,E-0010120,,,1.2253092817258628,2.8304603500309677,,,,,,,,=,=,,,,,,MZQMKKZELGUUOU-UHFFFAOYSA-N,,,,,,,,
27.0,NCc1cccc(CNC(=O)Nc2ccc3ncccc3c2)c1,E-0010121,,,2.094121595840561,2.6434526764861874,,,,,,,,=,=,,,,,,LPLSVZPAWJOCEA-UHFFFAOYSA-N,,,,,,,,
28.0,COc1ccc2c(c1)c1cc3c(C(=O)N[C@H](C)CN(C)C)nccc3c(C)c1n2C,E-0010138,,,,3.611394011340292,,,,,,,,,=,,,,,,WBVIUTLSHBDZAE-CQSZACIVSA-N,,,,,,,,
29.0,Cc1c2ccncc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,E-0010347,,-3.913640169325252,,2.6223176608338443,,,0.7923916894982539,,,,=,,=,,,=,,,CRWYSGCPTCDGCX-UHFFFAOYSA-N,,,,,,,,
30.0,Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,E-0010358,,,1.0681858617461617,2.714329759745233,,,,,,,,=,=,,,,,,HUCIYQLMVLPNIG-UHFFFAOYSA-N,,,,,,,,
31.0,Cc1c2ccncc2cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0010360,,,,2.439016728387513,,,,,,,,,=,,,,,,ARCLHUKLAAWOIE-UHFFFAOYSA-N,,,,,,,,
32.0,CCN(CC)CCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010361,,,,2.3884564527002667,,,,,,,,,=,,,,,,KSDKFAKRLXIECE-UHFFFAOYSA-N,,,,,,,,
33.0,Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010362,,,1.0681858617461617,2.836324115706752,,,,,,,,=,=,,,,,,SYEYWSCEDITGAC-UHFFFAOYSA-N,,,,,,,,
34.0,Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0010455,,,1.6739419986340878,2.6020599913279625,,,,,,,,=,=,,,,,,VODFSJCYWYARKS-UHFFFAOYSA-N,,,,,,,,
35.0,Cc1c2ccncc2cc2c3cc(C(=O)NCCN(C)C)ccc3n(C)c12,E-0010457,,,,2.513217600067939,,,,,,,,,=,,,,,,SJKREWCGLJBSAW-UHFFFAOYSA-N,,,,,,,,
36.0,COc1ccc2c(c1)c1cc(C(=O)NCCCN(C)C)nc(C)c1n2C,E-0010464,,-3.7375489102695703,,2.683677298818692,,,1.3926969532596658,,,,=,,=,,,=,,,QTLLHXIGXGSTNT-UHFFFAOYSA-N,,,,,,,,
37.0,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,E-0010481,,-3.690369832574101,,2.4410664066392638,,,1.8000293592441343,,,,=,,=,,,=,,,KCUFTYNLOSLHKP-UHFFFAOYSA-N,,,,,,,,
38.0,Cc1nc(C(=O)NCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,E-0010482,,-3.6478174818886377,0.9822712330395684,2.3378584290410944,,,1.57978359661681,,,,=,<,=,,,=,,,LRVHZTAZLMYEKU-UHFFFAOYSA-N,,,,,,,,
39.0,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010495,,,0.9822712330395684,2.369215857410143,,,,,,,,<,=,,,,,,BNYNYAHPMCIELX-UHFFFAOYSA-N,,,,,,,,
40.0,CN(C)CCCNC(=O)c1cc2c3cc(OCCCN(C)C)ccc3n(C)c2cn1,E-0010519,,-3.742321425130816,0.9822712330395684,2.113609151073028,,,1.6522463410033232,,,,=,<,=,,,=,,,YTJNHJASHBDORE-UHFFFAOYSA-N,,,,,,,,
41.0,CN(C)CCCOc1ccc2c(c1)c1cc(C(=O)NCCN(C)C)ncc1n2C,E-0010520,,-3.709965388637482,,1.625312450961674,,,1.8756399370041683,,,,=,,=,,,=,,,FHCHOIXLUJZBHX-UHFFFAOYSA-N,,,,,,,,
42.0,CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010559,,-4.869666231504994,1.69810054562339,2.8683504996479683,,,0.380211241711606,,,,=,=,=,,,=,,,RNPWALZBICWFTG-UHFFFAOYSA-N,,,,,,,,
43.0,COc1ccc2c(c1)c1cc3c(C(=O)NCCN(C)C)nccc3c(C)c1n2C,E-0010561,,-3.801342913045578,,3.5219353022483006,,,0.6627578316815741,,,,=,,=,,,=,,,RSKLKXULBJOANY-UHFFFAOYSA-N,,,,,,,,
44.0,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,E-0010562,,-3.85078088734462,1.1335389083702174,2.475235222604128,,,0.6434526764861874,,,,=,=,=,,,=,,,AHGLJDLDQNUHIQ-UHFFFAOYSA-N,,,,,,,,
45.0,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,E-0010567,,-3.8041003475907664,1.1643528557844371,2.161966616364075,,,0.5910646070264992,,,,=,=,=,,,=,,,JRCOKRYFHGGLFE-UHFFFAOYSA-N,,,,,,,,
46.0,COc1ccc2c(c1)c1cc3c(C(=O)NCCCN(C)C)nccc3c(C)c1n2C,E-0010568,,,0.9822712330395684,3.154697793596388,,,,,,,,<,=,,,,,,JRDGAKCFHLHYET-UHFFFAOYSA-N,,,,,,,,
47.0,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,E-0010569,,-3.623423042943488,1.2695129442179165,2.42781057267599,,,0.5314789170422551,,,,=,=,=,,,=,,,CXMUOSSEOLEKAV-UHFFFAOYSA-N,,,,,,,,
48.0,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010578,,-3.609064892896621,1.136720567156407,2.3774883833761327,,,0.6127838567197355,,,,=,=,=,,,=,,,ULHNVLFLBKDOGR-UHFFFAOYSA-N,,,,,,,,
49.0,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,E-0010584,,-5.591760034688151,1.9623693356700207,3.163697945892569,,,0.255272505103306,,,,<,=,=,,,=,,,JHLNPYDMZQGEQH-UHFFFAOYSA-N,,,,,,,,
50.0,Cc1c2ccncc2cc2c3ccc(OCC4=NCCN4)cc3n(C)c12,E-0010596,,,,2.78738962135211,,,,,,,,,=,,,,,,IHLRVIHONMSHHQ-UHFFFAOYSA-N,,,,,,,,
51.0,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,E-0010600,,-5.591760034688151,2.053462604925455,2.438384107034714,,,0.2041199826559248,,,,<,=,=,,,=,,,NXBXSTINAJINGK-UHFFFAOYSA-N,,,,,,,,
52.0,Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,E-0010604,,-3.7569619513137056,,2.3267453795653217,,,0.6720978579357175,,,,=,,=,,,=,,,SVJJMGZYYYIEIN-MRXNPFEDSA-N,,,,,,,,
53.0,Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,E-0010607,,,1.294466226161593,2.7633531087482157,,,,,,,,=,=,,,,,,HWUQJQGTYYWOTM-UHFFFAOYSA-N,,,,,,,,
54.0,Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,E-0010611,,-3.642065152999546,0.9822712330395684,2.3602146132953523,,,0.4471580313422192,,,,=,<,=,,,=,,,SVJJMGZYYYIEIN-INIZCTEOSA-N,,,,,,,,
55.0,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,E-0010625,,-5.058985756294431,1.824125833916549,2.93896979722289,,,0.4313637641589873,,,,=,=,=,,,=,,,WHPPYWVLTFEABB-UHFFFAOYSA-N,,,,,,,,
56.0,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010627,,-3.821023052706831,,2.698187569866122,,,1.6821450763738317,,,,=,,=,,,=,,,YWECKZZXVCHJJZ-UHFFFAOYSA-N,,,,,,,,
57.0,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010628,,,,1.760422483423212,,,,,,,,,=,,,,,,AGBCCBJDQWWFEF-UHFFFAOYSA-N,,,,,,,,
58.0,CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,E-0010647,1.5,,,,-5.287350298372789,0.4653828514484183,,,,=,,,,=,=,,,,SDEKDSQIEKPVPH-UHFFFAOYSA-N,,,,,,,,
59.0,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,E-0010656,,-3.692503962086787,0.9822712330395684,2.686725621074542,,,0.380211241711606,,,,=,<,=,,,=,,,HBKULWKMEDVQJW-UHFFFAOYSA-N,,,,,,,,
60.0,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,E-0010660,,-4.120904120499927,,2.3898745583909853,,,0.8195439355418687,,,,=,,=,,,=,,,DQTJEZQXCLGHAV-UHFFFAOYSA-N,,,,,,,,
61.0,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,E-0010662,,-3.679853713888946,1.4771212547196624,3.1354189050278523,,,0.4471580313422192,,,,=,=,=,,,=,,,PJJGOQUBHGAHMP-UHFFFAOYSA-N,,,,,,,,
62.0,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,E-0010676,,,1.667452952889954,3.3687701985902216,,,,,,,,=,=,,,,,,VMMMZNROCZHKKD-UHFFFAOYSA-N,,,,,,,,
63.0,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,E-0010686,,,0.9822712330395684,2.608632989490037,,,,,,,,<,=,,,,,,IOACCZKYFDOCAR-UHFFFAOYSA-N,,,,,,,,
64.0,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,E-0010690,,-5.591760034688151,1.8715729355458788,3.14813973650122,,,0.4313637641589873,,,,<,=,=,,,=,,,HFWMKDVXMCOFSG-UHFFFAOYSA-N,,,,,,,,
65.0,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010691,,-5.591760034688151,1.6242820958356683,2.3479151865016914,,,0.4313637641589873,,,,<,=,=,,,=,,,QDOLUGVYDDWBSA-UHFFFAOYSA-N,,,,,,,,
66.0,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,E-0010712,,,1.2405492482825995,2.284205067701794,,,,,,,,=,=,,,,,,HMXJXCXSSYYKLH-UHFFFAOYSA-N,,,,,,,,
67.0,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010713,,-3.838631997765025,1.6127838567197357,3.279027805622721,,,0.8388490907372553,,,,=,=,=,,,=,,,ZDGBZGMFJLFJRC-UHFFFAOYSA-N,,,,,,,,
68.0,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0010724,,,,1.857935264719429,,,,,,,,,=,,,,,,XSPWAODYHQMDPQ-LBPRGKRZSA-N,,,,,,,,
69.0,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010727,,-4.809668301829708,1.1038037209559568,3.204960614115602,,,0.9777236052888476,,,,=,=,=,,,=,,,XSIWDCPBVQSVCG-UHFFFAOYSA-N,,,,,,,,
70.0,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,E-0010730,,-3.688246138944246,1.2201080880400552,3.021850577434325,,,0.9731278535996988,,,,=,=,=,,,=,,,JXVGAOSIWCECIX-OAQYLSRUSA-N,,,,,,,,
71.0,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,E-0010733,,-3.96657624451305,1.5314789170422551,3.5538830266438746,,,0.724275869600789,,,,=,=,=,,,=,,,DMZOZOVLKKRLNA-UHFFFAOYSA-N,,,,,,,,
72.0,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,E-0010734,,-3.649751981665837,1.3521825181113625,3.292411148837825,,,0.9590413923210936,,,,=,=,=,,,=,,,MGJXMWVFEVABNG-UHFFFAOYSA-N,,,,,,,,
73.0,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,E-0010736,,-3.6635402661514704,1.287801729930226,2.2511513431753545,,,0.5797835966168101,,,,=,=,=,,,=,,,XFUIRWQMJDCYFD-UHFFFAOYSA-N,,,,,,,,
74.0,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,E-0010737,,-3.866461091629783,1.4409090820652175,2.7372721765355434,,,0.3617278360175928,,,,=,=,=,,,=,,,AOENAIMOFHGPSU-UHFFFAOYSA-N,,,,,,,,
75.0,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,E-0010738,,-3.6819366650372394,1.1522883443830565,2.417803722639881,,,0.4471580313422192,,,,=,=,=,,,=,,,SZMVQRDLZDDLNB-AWEZNQCLSA-N,,,,,,,,
76.0,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,E-0010739,,-3.7644715530924513,1.334453751150931,2.246744709723841,,,1.1335389083702174,,,,=,=,=,,,=,,,BQJXCSYIIMSFIY-UHFFFAOYSA-N,,,,,,,,
77.0,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010751,,-3.712198270069774,,2.83803008298532,,,0.9030899869919436,,,,=,,=,,,=,,,WPLVBDDGRJGELM-UHFFFAOYSA-N,,,,,,,,
78.0,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,E-0010754,,-3.7670038896078464,1.3117538610557542,2.5686709780098966,,,0.9637878273455552,,,,=,=,=,,,=,,,BIEFWUVLVISLMH-UHFFFAOYSA-N,,,,,,,,
79.0,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,E-0010765,,-3.832682665251824,1.3747483460101038,2.090258052931316,,,0.5185139398778874,,,,=,=,=,,,=,,,MCEANWLZDWAFDG-OAQYLSRUSA-N,,,,,,,,
80.0,Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010766,,-3.735182176990464,,2.390405156480081,,,1.4771212547196624,,,,=,,=,,,=,,,VDJRONVHDKXAOO-UHFFFAOYSA-N,,,,,,,,
81.0,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,E-0010767,,-3.772113295386327,1.0863598306747482,2.652343055062715,,,1.3404441148401185,,,,=,=,=,,,=,,,JKPKCANWNSFNHA-UHFFFAOYSA-N,,,,,,,,
82.0,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,E-0010768,,,2.138933940256924,2.9545801627437576,,,,,,,,=,=,,,,,,RVLCVDOLLAAYOW-UHFFFAOYSA-N,,,,,,,,
83.0,CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,E-0010771,,,,2.869349080759093,,,,,,,,,=,,,,,,ZZQYPEGHPGFVCR-UHFFFAOYSA-N,,,,,,,,
84.0,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,E-0010772,,,1.4608978427565478,3.059260404121731,,,,,,,,=,=,,,,,,PUXULNYLULOBOK-UHFFFAOYSA-N,,,,,,,,
85.0,Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,E-0010774,,,,2.477265995424853,,,,,,,,,=,,,,,,BICXNQOETIWLFD-UHFFFAOYSA-N,,,,,,,,
86.0,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,E-0010776,,-3.882728704344236,1.3222192947339193,3.051846838313736,,,1.3710678622717365,,,,=,=,=,,,=,,,CHGVXGVUXOFMDW-UHFFFAOYSA-N,,,,,,,,
87.0,Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,E-0010784,,-4.452225294612178,,2.835056101720116,,,0.8450980400142568,,,,=,,=,,,=,,,XSOAYGSZEOSATH-UHFFFAOYSA-N,,,,,,,,
88.0,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,E-0010786,,-3.785156151952302,,2.740204735507449,,,1.4727564493172125,,,,=,,=,,,=,,,VPUOPRGEAIQYBJ-UHFFFAOYSA-N,,,,,,,,
89.0,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,E-0010812,,-3.815308569182401,1.1430148002540952,2.643551368562945,,,0.9731278535996988,,,,=,=,=,,,=,,,QOPPIJCRHVWHRZ-UHFFFAOYSA-N,,,,,,,,
90.0,CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,E-0010816,,,,1.5440680443502757,,,,,,,,,=,,,,,,AJHKGICFABZUBG-UHFFFAOYSA-N,,,,,,,,
91.0,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,E-0010922,,,1.1335389083702174,3.0533089811241,,,,,,,,=,=,,,,,,ZAIDHFUTPPNCNS-UHFFFAOYSA-N,,,,,,,,
92.0,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010975,,-3.8297382846050425,1.4099331233312946,2.439174739843468,,,1.1613680022349748,,,,=,=,=,,,=,,,VQTIRDIGQRGOEK-UHFFFAOYSA-N,,,,,,,,
93.0,Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,E-0010989,,,,2.9034155857690864,,,,,,,,,=,,,,,,BJVMOGDVKGHUMJ-UHFFFAOYSA-N,,,,,,,,
94.0,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,E-0010994,,-4.100726812682396,1.2227164711475833,3.2682502554469486,,,0.8573324964312685,,,,=,=,=,,,=,,,CMMADLPKWGRBTO-UHFFFAOYSA-N,,,,,,,,
95.0,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,E-0011026,2.8,-4.164943898279883,2.024485667699167,3.066624050983426,-4.562407967746038,0.250420002308894,0.9542425094393248,,,=,=,=,=,=,=,=,,,PHEHTXVSVUWWEY-UHFFFAOYSA-N,,,,,,,,
96.0,CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,E-0011078,,-3.6819366650372394,,,,,1.8680563618230412,,,,=,,,,,=,,,ZPWNEYSZJKPMFD-UHFFFAOYSA-N,,,,,,,,
97.0,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,E-0011079,,-3.7931741239681513,1.376576957056512,2.2884728005997825,,,1.847572659142112,,,,=,=,=,,,=,,,QRJNYDZOQBQFSF-UHFFFAOYSA-N,,,,,,,,
98.0,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,E-0011083,-0.1,-4.016824927962187,1.421603926869831,2.531861949095809,,,1.021189299069938,,,=,=,=,=,,,=,,,OCYPRAQBAQOJHZ-UHFFFAOYSA-N,,,,,,,,
99.0,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,E-0011122,,-4.382999658879101,1.1613680022349748,2.137670537236755,,,0.8061799739838872,,,,=,=,=,,,=,,,MMHKTYGAICTCOT-UHFFFAOYSA-N,,,,,,,,
