,SMILES,Molecule Name,LogD,KSOL,HLM CLint,MLM CLint,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB,Murcko Scaffold
21,COc1ccc2nc(-c3ccc(-c4nc5ccc(OCCCNC(=N)N(C)C)cc5[nH]4)cc3)[nH]c2c1,E-0010071,,,2.2415464805965484,1.989894563718773,,,,,,c1ccc2[nH]c(-c3ccc(-c4nc5ccccc5[nH]4)cc3)nc2c1
22,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3cnccc3c2)cc1,E-0010120,,,1.2253092817258628,2.830460350030968,,,,,,O=C(NCc1ccccc1)Nc1ccc2cnccc2c1
23,NCc1cccc(CNC(=O)Nc2ccc3ncccc3c2)c1,E-0010121,,,2.094121595840561,2.6434526764861874,,,,,,O=C(NCc1ccccc1)Nc1ccc2ncccc2c1
24,COc1ccc2c(c1)c1cc3c(C(=O)N[C@H](C)CN(C)C)nccc3c(C)c1n2C,E-0010138,,,,3.611394011340292,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
25,Cc1c2ccncc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,E-0010347,,-3.913640169325252,,2.6223176608338443,,,0.7923916894982539,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
26,Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,E-0010358,,,1.0681858617461617,2.714329759745233,,,,,,c1cc2cc3[nH]c4ccc(OCCCN5CCOCC5)cc4c3cc2cn1
27,Cc1c2ccncc2cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0010360,,,,2.439016728387513,,,,,,c1cc2cc3[nH]c4ccc(OCCCN5CCCC5)cc4c3cc2cn1
28,CCN(CC)CCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010361,,,,2.3884564527002667,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
29,Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010362,,,1.0681858617461617,2.836324115706752,,,,,,c1cc2cc3[nH]c4ccc(OCCN5CCOCC5)cc4c3cc2cn1
30,Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0010455,,,1.6739419986340878,2.6020599913279625,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
31,Cc1c2ccncc2cc2c3cc(C(=O)NCCN(C)C)ccc3n(C)c12,E-0010457,,,,2.513217600067939,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
32,COc1ccc2c(c1)c1cc(C(=O)NCCCN(C)C)nc(C)c1n2C,E-0010464,,-3.73754891026957,,2.683677298818692,,,1.3926969532596658,,,c1ccc2c(c1)[nH]c1cnccc12
33,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,E-0010481,,-3.690369832574101,,2.441066406639264,,,1.8000293592441343,,,c1ccc2c(c1)[nH]c1cnccc12
34,Cc1nc(C(=O)NCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,E-0010482,,-3.6478174818886377,,2.3378584290410944,,,1.57978359661681,,,c1ccc2c(c1)[nH]c1cnccc12
35,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010495,,,,2.369215857410143,,,,,,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1
36,CN(C)CCCNC(=O)c1cc2c3cc(OCCCN(C)C)ccc3n(C)c2cn1,E-0010519,,-3.742321425130816,,2.113609151073028,,,1.6522463410033232,,,c1ccc2c(c1)[nH]c1cnccc12
37,CN(C)CCCOc1ccc2c(c1)c1cc(C(=O)NCCN(C)C)ncc1n2C,E-0010520,,-3.709965388637482,,1.625312450961674,,,1.8756399370041683,,,c1ccc2c(c1)[nH]c1cnccc12
38,CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010559,,-4.869666231504994,1.69810054562339,2.8683504996479683,,,0.380211241711606,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
39,COc1ccc2c(c1)c1cc3c(C(=O)NCCN(C)C)nccc3c(C)c1n2C,E-0010561,,-3.801342913045578,,3.5219353022483006,,,0.6627578316815741,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
40,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,E-0010562,,-3.85078088734462,1.1335389083702174,2.475235222604128,,,0.6434526764861874,,,c1cc2cc3[nH]c4ccc(OCCN5CCCCC5)cc4c3cc2cn1
41,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,E-0010567,,-3.8041003475907664,1.1643528557844371,2.161966616364075,,,0.5910646070264992,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
42,COc1ccc2c(c1)c1cc3c(C(=O)NCCCN(C)C)nccc3c(C)c1n2C,E-0010568,,,,3.154697793596388,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
43,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,E-0010569,,-3.623423042943488,1.2695129442179165,2.42781057267599,,,0.5314789170422551,,,c1cc2cc3[nH]c4ccc(OCCN5CCNCC5)cc4c3cc2cn1
44,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010578,,-3.609064892896621,1.136720567156407,2.3774883833761327,,,0.6127838567197355,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
45,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,E-0010584,,,1.9623693356700207,3.163697945892569,,,0.255272505103306,,,c1ccc2c(c1)[nH]c1cc3cnccc3cc12
46,Cc1c2ccncc2cc2c3ccc(OCC4=NCCN4)cc3n(C)c12,E-0010596,,,,2.78738962135211,,,,,,c1cc2cc3[nH]c4cc(OCC5=NCCN5)ccc4c3cc2cn1
47,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,E-0010600,,,2.053462604925455,2.438384107034714,,,0.2041199826559248,,,c1ccc2c(c1)oc1cc3ccncc3cc12
48,Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,E-0010604,,-3.7569619513137056,,2.3267453795653217,,,0.6720978579357175,,,c1cc2cc3[nH]c4ccc(OCC5CCCN5)cc4c3cc2cn1
49,Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,E-0010607,,,1.294466226161593,2.763353108748216,,,,,,c1cc(OCC2=NCCN2)c2c(c1)[nH]c1cc3ccncc3cc12
50,Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,E-0010611,,-3.642065152999546,,2.3602146132953523,,,0.4471580313422192,,,c1cc2cc3[nH]c4ccc(OCC5CCCN5)cc4c3cc2cn1
51,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,E-0010625,,-5.058985756294431,1.824125833916549,2.93896979722289,,,0.4313637641589873,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
52,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010627,,-3.821023052706831,,2.698187569866122,,,1.6821450763738317,,,c1cc2c(cn1)[nH]c1ccc(OCCN3CCOCC3)cc12
53,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010628,,,,1.760422483423212,,,,,,c1cc2c(cn1)[nH]c1ccc(OCC3=NCCN3)cc12
54,CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,E-0010647,1.5,,,,-5.287350298372789,0.4653828514484183,,,,c1ccc2nc(Nc3ccncc3)ncc2c1
55,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,E-0010656,,-3.692503962086787,,2.686725621074542,,,0.380211241711606,,,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1
56,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,E-0010660,,-4.120904120499927,,2.3898745583909853,,,0.8195439355418687,,,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1
57,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,E-0010662,,-3.679853713888946,1.4771212547196624,3.1354189050278523,,,0.4471580313422192,,,c1cc2cc3[nH]c4ccc(OCCN5CCOCC5)cc4c3cc2cn1
58,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,E-0010676,,,1.667452952889954,3.3687701985902216,,,,,,c1cc2cc3sc4ccc(OCCN5CCOCC5)cc4c3cc2cn1
59,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,E-0010686,,,,2.608632989490037,,,,,,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1
60,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,E-0010690,,,1.8715729355458788,3.14813973650122,,,0.4313637641589873,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
61,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010691,,,1.6242820958356683,2.3479151865016914,,,0.4313637641589873,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
62,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,E-0010712,,,1.2405492482825995,2.284205067701794,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
63,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010713,,-3.838631997765025,1.6127838567197357,3.279027805622721,,,0.8388490907372553,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
64,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0010724,,,,1.857935264719429,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
65,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010727,,-4.809668301829708,1.1038037209559568,3.204960614115602,,,0.9777236052888476,,,c1cc2c(cn1)[nH]c1ccc(OCCN3CCOCC3)cc12
66,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,E-0010730,,-3.688246138944246,1.2201080880400552,3.021850577434325,,,0.9731278535996988,,,c1cc2cc3[nH]c4cc(OCCCN5CCNCC5)ccc4c3cc2cn1
67,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,E-0010733,,-3.96657624451305,1.5314789170422551,3.5538830266438746,,,0.724275869600789,,,c1cnc2cc3c(cc2c1)[nH]c1ccc(OCCN2CCOCC2)cc13
68,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,E-0010734,,-3.649751981665837,1.3521825181113625,3.292411148837825,,,0.9590413923210936,,,c1cnc2cc3c(cc2c1)[nH]c1ccccc13
69,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,E-0010736,,-3.6635402661514704,1.287801729930226,2.2511513431753545,,,0.5797835966168101,,,c1cc2cc3[nH]c4ccc(OCCN5CCCCC5)cc4c3cc2cn1
70,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,E-0010737,,-3.866461091629783,1.4409090820652175,2.7372721765355434,,,0.3617278360175928,,,c1cc2cc3[nH]c4ccc(OCCN5CCCCC5)cc4c3cc2cn1
71,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,E-0010738,,-3.68193666503724,1.1522883443830565,2.417803722639881,,,0.4471580313422192,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
72,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,E-0010739,,-3.7644715530924513,1.334453751150931,2.246744709723841,,,1.1335389083702174,,,O=C1NCCc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc21
73,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010751,,-3.712198270069774,,2.83803008298532,,,0.9030899869919436,,,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1
74,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,E-0010754,,-3.7670038896078464,1.3117538610557542,2.5686709780098966,,,0.9637878273455552,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
75,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,E-0010765,,-3.832682665251824,1.3747483460101038,2.090258052931316,,,0.5185139398778874,,,c1cc(OCCCN2CCNCC2)c2c(c1)[nH]c1cc3ccncc3cc12
76,Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010766,,-3.735182176990464,,2.390405156480081,,,1.4771212547196624,,,c1cc2c(cn1)[nH]c1ccc(OCC3=NCCN3)cc12
77,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,E-0010767,,-3.772113295386327,1.0863598306747482,2.652343055062715,,,1.3404441148401185,,,c1cc2nc3[nH]c4ccc(OCCN5CCCCC5)cc4c3nc2cn1
78,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,E-0010768,,,2.138933940256924,2.9545801627437576,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
79,CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,E-0010771,,,,2.869349080759093,,,,,,c1ccc2c(c1)[nH]c1nc3cnccc3cc12
80,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,E-0010772,,,1.4608978427565478,3.059260404121731,,,,,,c1cc2cc3c(nc2cn1)[nH]c1ccc(OCC2=NCCN2)cc13
81,Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,E-0010774,,,,2.477265995424853,,,,,,c1cc2cc3[nH]c4ccc(N5CCNCC5)cc4c3cc2cn1
82,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,E-0010776,,-3.882728704344236,1.3222192947339193,3.051846838313736,,,1.3710678622717365,,,c1cc2nc3[nH]c4ccc(OCCN5CCOCC5)cc4c3nc2cn1
83,Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,E-0010784,,-4.452225294612178,,2.835056101720116,,,0.8450980400142568,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
84,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,E-0010786,,-3.785156151952302,,2.740204735507449,,,1.4727564493172125,,,c1cc2nc3[nH]c4ccc(OCC5=NCCN5)cc4c3nc2cn1
85,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,E-0010812,,-3.815308569182401,1.1430148002540952,2.643551368562945,,,0.9731278535996988,,,O=C1NCCc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc21
86,CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,E-0010816,,,,1.5440680443502757,,,,,,O=C1c2ccncc2C(=O)c2c1[nH]c1ccc(OCC3=NCCN3)cc21
87,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,E-0010922,,,1.1335389083702174,3.0533089811241,,,,,,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1
88,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010975,,-3.8297382846050425,1.4099331233312946,2.439174739843468,,,1.1613680022349748,,,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1
89,Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,E-0010989,,,,2.9034155857690864,,,,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
90,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,E-0010994,,-4.100726812682396,1.2227164711475833,3.2682502554469486,,,0.8573324964312685,,,c1cnc2cc3c(cc2c1)[nH]c1ccccc13
91,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,E-0011026,2.8,-4.164943898279883,2.024485667699167,3.066624050983426,-4.562407967746038,0.250420002308894,0.9542425094393248,,,c1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1
92,CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,E-0011078,,-3.68193666503724,,,,,1.8680563618230408,,,c1cc2nc3ccc(OCC4=NCCN4)cc3c-2c[nH]1
93,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,E-0011079,,-3.7931741239681513,1.376576957056512,2.2884728005997825,,,1.847572659142112,,,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1
94,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,E-0011083,-0.1,-4.016824927962187,1.421603926869831,2.531861949095809,,,1.021189299069938,,,c1ccc(Nc2nccc(N(CCc3cccnc3)c3ncccn3)n2)cc1
95,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,E-0011122,,-4.382999658879101,1.1613680022349748,2.137670537236755,,,0.8061799739838872,,,O=C1Cc2ccc(-c3ccccc3)cc2N1
96,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,E-0011133,-0.6,-4.037157318798758,1.334453751150931,2.5055569386638217,,,1.4828735836087537,,,c1ccc(Nc2nccc(N(CCc3cccnc3)c3ncccn3)n2)cc1
97,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,E-0011137,-0.6,-4.00788851221305,1.320146286111054,2.5596672783880576,,,1.5010592622177514,,,c1ccc(Nc2nccc(N(CCc3ccncc3)c3ncccn3)n2)cc1
98,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,E-0011166,,-3.7986028756795487,1.5365584425715302,2.822952240547482,,,0.5910646070264992,,,c1ccc2c(c1)[nH]c1cc3cnccc3cc12
99,COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,E-0011167,,,,,,,1.3579348470004535,,,O=c1[nH]c2cnc3ccc(-c4cccnc4)cc3c2[nH]1
100,C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,E-0011189,,-3.812479279163537,,,,,1.7275412570285564,,,c1ccc2c(c1)[nH]c1ccccc12
101,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,E-0011190,,-3.73754891026957,1.1760912590556811,2.289811839117621,,,0.3979400086720376,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
102,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,E-0011191,,-3.832682665251824,1.3617278360175928,2.4852954387260886,,,1.2013971243204515,,,c1ccc2c(c1)[nH]c1cnccc12
103,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,E-0011195,,-3.721246399047171,1.0253058652647702,2.57978359661681,,,1.3096301674258988,,,O=C1Cc2c(ccc3ccccc23)N1
104,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,E-0011210,,-3.779891911959945,1.2576785748691846,2.375114684692225,,,0.3979400086720376,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
105,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,E-0011211,,,2.1734776434529945,3.180211922348941,,,,,,c1ccc(NCCOc2ccc3[nH]c4cc5ccncc5cc4c3c2)nc1
106,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0011212,,-3.705533773838407,,3.1982720984693467,,,1.1335389083702174,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
107,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011213,,-3.6595558851598815,,2.5593080109070123,,,0.6532125137753437,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
108,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011214,,-4.1232050237993,1.5024271199844328,2.815710539788963,,,1.1583624920952498,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
109,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,E-0011215,,,1.3304137733491908,2.6924062348336304,,,0.255272505103306,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
110,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,E-0011216,,-4.364516253185088,1.6551384348113822,3.031165999660659,,,0.5440680443502757,,,c1ccc(-c2ccc3cc[nH]c3c2)cc1
111,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0011217,,-3.6675615400843946,,2.589726256254237,,,1.615950051656401,,,c1cc2c(cn1)[nH]c1ccc(OCC3=NCCN3)cc12
112,Cc1c2ccncc2cc2c3cc(OCCC(C)(C)N)ccc3n(C)c12,E-0011219,,-3.6345120151091,,2.1192558892779365,,,0.5185139398778874,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
113,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0011225,,-3.774690718274137,1.212187604403958,2.223236273102997,,,1.6580113966571124,,,c1ccc2c(c1)[nH]c1cnccc12
114,CCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011226,,-3.640164517660112,,2.448087666692341,,,0.5440680443502757,,,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
