Unnamed: 0,SMILES,Molecule Name,LogD,LogS,Log_HLM_CLint,Log_MLM_CLint,Log_Caco_Papp_AB,Log_Caco_ER,Log_Mouse_PPB,Log_Mouse_BPB,Log_Mouse_MPB
39,COc1ccc2c(c1)c1cc3c(C(=O)NCCN(C)C)nccc3c(C)c1n2C,E-0010561,,-3.801342913045578,,3.5219353022483006,,,0.6627578316815741,,
40,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,E-0010562,,-3.85078088734462,1.1335389083702174,2.475235222604128,,,0.6434526764861874,,
41,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,E-0010567,,-3.8041003475907664,1.1643528557844371,2.161966616364075,,,0.5910646070264992,,
42,COc1ccc2c(c1)c1cc3c(C(=O)NCCCN(C)C)nccc3c(C)c1n2C,E-0010568,,,,3.154697793596388,,,,,
43,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,E-0010569,,-3.623423042943488,1.2695129442179165,2.42781057267599,,,0.5314789170422551,,
44,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010578,,-3.609064892896621,1.136720567156407,2.3774883833761327,,,0.6127838567197355,,
45,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,E-0010584,,,1.9623693356700207,3.163697945892569,,,0.255272505103306,,
46,Cc1c2ccncc2cc2c3ccc(OCC4=NCCN4)cc3n(C)c12,E-0010596,,,,2.78738962135211,,,,,
47,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,E-0010600,,,2.053462604925455,2.438384107034714,,,0.2041199826559248,,
48,Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,E-0010604,,-3.7569619513137056,,2.3267453795653217,,,0.6720978579357175,,
49,Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,E-0010607,,,1.294466226161593,2.7633531087482157,,,,,
50,Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,E-0010611,,-3.642065152999546,,2.3602146132953523,,,0.4471580313422192,,
51,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,E-0010625,,-5.058985756294431,1.824125833916549,2.93896979722289,,,0.4313637641589873,,
52,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010627,,-3.821023052706831,,2.698187569866122,,,1.6821450763738317,,
53,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010628,,,,1.760422483423212,,,,,
54,CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,E-0010647,1.5,,,,-5.287350298372789,0.4653828514484183,,,
55,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,E-0010656,,-3.692503962086787,,2.686725621074542,,,0.380211241711606,,
56,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,E-0010660,,-4.120904120499927,,2.3898745583909853,,,0.8195439355418687,,
57,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,E-0010662,,-3.679853713888946,1.4771212547196624,3.1354189050278523,,,0.4471580313422192,,
58,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,E-0010676,,,1.667452952889954,3.3687701985902216,,,,,
59,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,E-0010686,,,,2.608632989490037,,,,,
60,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,E-0010690,,,1.8715729355458788,3.14813973650122,,,0.4313637641589873,,
61,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010691,,,1.6242820958356683,2.3479151865016914,,,0.4313637641589873,,
62,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,E-0010712,,,1.2405492482825995,2.284205067701794,,,,,
63,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0010713,,-3.838631997765025,1.6127838567197357,3.279027805622721,,,0.8388490907372553,,
64,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0010724,,,,1.857935264719429,,,,,
65,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,E-0010727,,-4.809668301829708,1.1038037209559568,3.204960614115602,,,0.9777236052888476,,
66,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,E-0010730,,-3.688246138944246,1.2201080880400552,3.021850577434325,,,0.9731278535996988,,
67,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,E-0010733,,-3.96657624451305,1.5314789170422551,3.5538830266438746,,,0.724275869600789,,
68,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,E-0010734,,-3.649751981665837,1.3521825181113625,3.292411148837825,,,0.9590413923210936,,
69,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,E-0010736,,-3.6635402661514704,1.287801729930226,2.2511513431753545,,,0.5797835966168101,,
70,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,E-0010737,,-3.866461091629783,1.4409090820652175,2.7372721765355434,,,0.3617278360175928,,
71,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,E-0010738,,-3.6819366650372394,1.1522883443830565,2.417803722639881,,,0.4471580313422192,,
72,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,E-0010739,,-3.7644715530924513,1.334453751150931,2.246744709723841,,,1.1335389083702174,,
73,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010751,,-3.712198270069774,,2.83803008298532,,,0.9030899869919436,,
74,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,E-0010754,,-3.7670038896078464,1.3117538610557542,2.5686709780098966,,,0.9637878273455552,,
75,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,E-0010765,,-3.832682665251824,1.3747483460101038,2.090258052931316,,,0.5185139398778874,,
76,Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0010766,,-3.735182176990464,,2.390405156480081,,,1.4771212547196624,,
77,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,E-0010767,,-3.772113295386327,1.0863598306747482,2.652343055062715,,,1.3404441148401185,,
78,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,E-0010768,,,2.138933940256924,2.9545801627437576,,,,,
79,CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,E-0010771,,,,2.869349080759093,,,,,
80,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,E-0010772,,,1.4608978427565478,3.059260404121731,,,,,
81,Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,E-0010774,,,,2.477265995424853,,,,,
82,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,E-0010776,,-3.882728704344236,1.3222192947339193,3.051846838313736,,,1.3710678622717365,,
83,Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,E-0010784,,-4.452225294612178,,2.835056101720116,,,0.8450980400142568,,
84,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,E-0010786,,-3.785156151952302,,2.740204735507449,,,1.4727564493172125,,
85,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,E-0010812,,-3.815308569182401,1.1430148002540952,2.643551368562945,,,0.9731278535996988,,
86,CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,E-0010816,,,,1.5440680443502757,,,,,
87,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,E-0010922,,,1.1335389083702174,3.0533089811241,,,,,
88,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,E-0010975,,-3.8297382846050425,1.4099331233312946,2.439174739843468,,,1.1613680022349748,,
89,Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,E-0010989,,,,2.9034155857690864,,,,,
90,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,E-0010994,,-4.100726812682396,1.2227164711475833,3.2682502554469486,,,0.8573324964312685,,
91,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,E-0011026,2.8,-4.164943898279883,2.024485667699167,3.066624050983426,-4.562407967746038,0.250420002308894,0.9542425094393248,,
92,CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,E-0011078,,-3.6819366650372394,,,,,1.8680563618230412,,
93,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,E-0011079,,-3.7931741239681513,1.376576957056512,2.2884728005997825,,,1.847572659142112,,
94,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,E-0011083,-0.1,-4.016824927962187,1.421603926869831,2.531861949095809,,,1.021189299069938,,
95,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,E-0011122,,-4.382999658879101,1.1613680022349748,2.137670537236755,,,0.8061799739838872,,
96,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,E-0011133,-0.6,-4.037157318798758,1.334453751150931,2.5055569386638217,,,1.4828735836087537,,
97,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,E-0011137,-0.6,-4.00788851221305,1.320146286111054,2.5596672783880576,,,1.5010592622177514,,
98,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,E-0011166,,-3.7986028756795487,1.5365584425715302,2.822952240547482,,,0.5910646070264992,,
99,COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,E-0011167,,,,,,,1.3579348470004535,,
100,C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,E-0011189,,-3.812479279163537,,,,,1.7275412570285564,,
101,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,E-0011190,,-3.7375489102695703,1.1760912590556811,2.289811839117621,,,0.3979400086720376,,
102,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,E-0011191,,-3.832682665251824,1.3617278360175928,2.4852954387260886,,,1.2013971243204515,,
103,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,E-0011195,,-3.721246399047171,1.0253058652647702,2.57978359661681,,,1.3096301674258988,,
104,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,E-0011210,,-3.779891911959945,1.2576785748691846,2.375114684692225,,,0.3979400086720376,,
105,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,E-0011211,,,2.1734776434529945,3.180211922348941,,,,,
106,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0011212,,-3.705533773838407,,3.1982720984693467,,,1.1335389083702174,,
107,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011213,,-3.6595558851598815,,2.5593080109070123,,,0.6532125137753437,,
108,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011214,,-4.1232050237993,1.5024271199844328,2.815710539788963,,,1.1583624920952498,,
109,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,E-0011215,,,1.3304137733491908,2.6924062348336304,,,0.255272505103306,,
110,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,E-0011216,,-4.364516253185088,1.6551384348113822,3.031165999660659,,,0.5440680443502757,,
111,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0011217,,-3.6675615400843946,,2.589726256254237,,,1.615950051656401,,
112,Cc1c2ccncc2cc2c3cc(OCCC(C)(C)N)ccc3n(C)c12,E-0011219,,-3.6345120151091,,2.1192558892779365,,,0.5185139398778874,,
113,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0011225,,-3.774690718274137,1.212187604403958,2.223236273102997,,,1.6580113966571124,,
114,CCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011226,,-3.640164517660112,,2.448087666692341,,,0.5440680443502757,,
115,CN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011227,,-3.688246138944246,,2.4252080511386565,,,0.6627578316815741,,
116,CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011232,,-3.812479279163537,1.2148438480476975,2.3830969299490943,,,0.5563025007672873,,
117,COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011233,,-3.774690718274137,1.2576785748691846,2.380211241711606,,,0.4313637641589873,,
118,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,E-0011234,,-4.176525770829699,1.741939077729199,3.152013000050834,,,0.5185139398778874,,
119,Cc1nc(C(N)=O)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011235,,-3.718966632752272,,2.584670384464349,,,1.380211241711606,,
120,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,E-0011236,,-3.9507819773298185,1.230448921378274,2.1975562131535367,,,0.6334684555795865,,
121,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,E-0011240,,-3.7594507517174,1.4608978427565478,2.391816923613249,,,0.8808135922807914,,
122,Cn1c2ccc(OCC3=NCCN3)cc2c2cc(C(N)=O)ccc21,E-0011241,,-3.673664139071248,,2.9616583486377155,,,1.545307116465824,,
123,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,E-0011242,,-3.6757175447023074,1.230448921378274,2.6492374723496077,,,0.7993405494535817,,
124,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(C)C)ccc3n(C)c12,E-0011243,,-3.684029654543082,,2.246498580795801,,,0.3424226808222063,,
125,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,E-0011246,,,1.895422546039408,2.64018319192134,,,,,
126,C[C@H](N)COc1ccc2c(c1)c1cc(C(N)=O)ccc1n2C,E-0011247,,-3.6716203965612624,,3.13946977558943,,,1.4014005407815442,,
127,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,E-0011248,,,1.3138672203691537,2.424881636631067,,,0.1139433523068367,,
128,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,E-0011249,,-3.7520267336381936,1.0569048513364727,2.4245549766067134,,,0.9395192526186184,,
129,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,E-0011250,,-3.838631997765025,1.6354837468149122,2.863679667875898,,,0.414973347970818,,
130,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,E-0011251,,-3.632644078973981,1.4653828514484182,3.14674801363064,,,0.8450980400142568,,
131,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,E-0011252,,-4.071092309756048,1.60422605308447,2.858777737305449,,,0.5563025007672873,,
132,C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011253,,-3.640164517660112,1.250420002308894,2.541079767776629,,,1.3979400086720375,,
133,COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011255,,-3.899629454882437,1.9698816437465,3.149403879508583,,,0.2787536009528289,,
134,Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,E-0011256,,-5.924453038607469,1.383815365980431,3.054421524462536,,,0.8388490907372553,,
135,NCCCNc1nc(NC(=O)OCCCN)cc2c(-c3ccnc(N4CCNCC4)c3)cccc12,E-0011259,,-3.7569619513137056,,1.7930916001765802,,,1.1789769472931697,,
136,Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011261,,-3.665546248849069,1.3673559210260189,3.0262471814777734,,,,,
137,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,E-0011262,,-3.906578314837765,1.564666064252089,3.1395327715979398,,,,,
138,Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,E-0011263,,,1.546542663478131,2.92236209678479,,,,,
139,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,E-0011264,,-4.035740369803151,1.6304278750250238,3.097014231178033,,,,,
140,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,E-0011265,,-3.876148359032914,1.089905111439398,3.4195096658221407,,,,,
141,Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011266,,-3.728158393463501,1.6551384348113822,3.2408486584853606,,,0.9138138523837168,,
142,C[C@H](N)COc1ccc2c(c1)c1ccc(-c3cccnc3)cc1n2C,E-0011267,,-3.8181564120552274,,1.994756944587628,,,0.2304489213782739,,
143,Cc1c2ccccc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,E-0011268,,,,1.8536982117761744,,,,,
144,C[C@H](N)COc1ccc2c(c1)c1cc(-c3ccncc3)ccc1n2C,E-0011270,,-4.614393726401688,,2.281260687055013,,,0.255272505103306,,
145,Cc1c2ccccc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,E-0011271,,-4.586700235918748,0.9867717342662448,2.8191489428071344,,,,,
146,Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3cccnc3)cc21,E-0011272,,,,2.169380495311949,,,0.4471580313422192,,
147,Cc1c2ccnc(C(=O)NCCN)c2cc2c3ccccc3n(C)c12,E-0011273,,,,2.6458151182966416,,,0.4623979978989561,,
148,C[C@H](N)COc1ccc2c(c1)c1ccc(-c3ccncc3)cc1n2C,E-0011276,,-3.832682665251824,,2.0211892990699383,,,0.2304489213782739,,
149,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,E-0011277,,-3.815308569182401,1.1205739312058498,2.4219328132785085,,,0.6532125137753437,,
150,Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3ccncc3)cc21,E-0011278,,-3.7569619513137056,,,,,1.3729120029701063,,
151,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,E-0011279,,-3.7644715530924513,1.089905111439398,2.6605809124272994,,,0.6901960800285137,,
152,Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,E-0011280,,,2.0842186867392387,2.461798557525109,,,0.2787536009528289,,
153,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,E-0011282,,-3.801342913045578,1.2695129442179165,3.217246991685393,,,0.3424226808222063,,
154,CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011283,,-3.718966632752272,1.0453229787866574,2.7293268096468606,,,1.3673559210260189,,
155,Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,E-0011285,,-5.368556230986828,1.252853030979893,2.900039235487325,,,1.4871383754771863,,
156,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)C(N)=O)ccc3n(C)c12,E-0011286,,-5.888737486340935,1.276461804173244,2.889637800406668,,,1.7853298350107671,,
157,Cc1c2ccccc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,E-0011287,,,1.3053513694466237,2.001300933020418,,,0.5185139398778874,,
158,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)C(N)=O)ccc3n(C)c12,E-0011288,,-5.141462802430361,1.212187604403958,2.788663213120857,,,0.6434526764861874,,
159,COC(C)(C)CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011289,,-4.139063379299906,2.011147360775797,3.205475036740891,,,0.3222192947339193,,
160,CCN(CC)CCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011290,,-3.779891911959945,1.0718820073061257,2.756560043006683,,,1.24551266781415,,
161,Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3cc21,E-0011291,,-5.172630726946175,1.625312450961674,3.2206571494972502,,,0.4313637641589873,,
